geneID	Base mean	log2(FC)	StdErr	Wald-Stats	P-value	P-adj
Cyp3a13	13.0010078381416	-2.17506348326238	0.352617757689478	-6.16833224031157	6.90140170348949e-10	2.9399683370052e-08
Ltf	72.1676589386343	-1.85599538802029	0.33599691650507	-5.52384649039565	3.31657264943869e-08	1.04820999579564e-06
Meox2	23.4299989232922	1.79861089285245	0.331835718848056	5.42018472000603	5.95374848058609e-08	1.78838795268911e-06
Lrrc8d	23.233420023013	-1.49342541399293	0.323809630662171	-4.61204755071357	3.98721749799084e-06	8.10511225849973e-05
Slc26a10	9.20250754019666	-1.59540001260062	0.349879078536236	-4.55986113623937	5.11874579269838e-06	0.00010199886764332
Ptpn3	26.2492789631688	-1.32299457904179	0.311578852908859	-4.2460987537841	2.17524786476954e-05	0.000367386426082313
Ptprv	23.4479689101402	-1.42652045773074	0.338678308941375	-4.21202191008244	2.53094987841385e-05	0.000419279417870691
Bmp15	7.94985812606654	-1.43915427916936	0.35015123205093	-4.11009343231452	3.95499058078202e-05	0.000624448686572994
Itgb7	19.4617376075349	-1.27221439849197	0.335486118368384	-3.79215213040501	0.000149347373656079	0.00195258260536109
Acpp	9.56609231570421	1.29627753203219	0.351064182210533	3.69242320270317	0.00022212742834151	0.00275838616806395
Gkn1	5.32692359513714	1.22357470647619	0.332025499151717	3.68518294408792	0.000228538422360942	0.00282041588482741
Nccrp1	6.05720528749834	-1.20334097592365	0.327921934036222	-3.6695958733603	0.000242934215714743	0.00297095794225035
Kcnk3	6.12808146328882	-1.21878599813453	0.341436633536143	-3.56958181526093	0.00035755153990362	0.0041545934364888
Wnt9b	5.28853991990076	-1.16044298266699	0.325968008522129	-3.55999040497316	0.000370868344400232	0.00430107876374309
Xirp1	8.14735324434426	-1.21229447418742	0.34163506669682	-3.54850714216422	0.000387421491398127	0.00445044928140212
Tcea3	26.7918816984825	-1.04615235444891	0.324101612805396	-3.22785297300282	0.00124723061055034	0.0119168884781974
Obscn	7.03996252862146	-1.06210384065286	0.345887451988531	-3.07066311468296	0.00213583987392052	0.0186632797500269
Tfcp2l1	17.5046225123539	-1.05643516515134	0.345681430275012	-3.0560946369346	0.00224240466184936	0.0194664741569391
Tox	9.13469287802264	1.05066997037216	0.352704547925497	2.97889544252234	0.00289289474938797	0.0240386722819513
Kcnh4	8.58812407194482	-1.03228307735045	0.352715154671296	-2.92667628163712	0.00342605283698403	0.0274280432627801
Ptx3	10.4644611968317	1.01812932341263	0.3495548646847	2.91264527052423	0.00358381460260779	0.0284653246386326
Cpxm2	5.33525720128938	-0.977413840221022	0.336355991859592	-2.90589097229174	0.0036620902619232	0.0289352897086653
Alox5	8.68994121226214	-1.01753498307837	0.352654398805335	-2.8853602465343	0.003909660012484	0.0305067631631051
Pstpip1	22.816520617187	-0.991053468793051	0.34416545733979	-2.87958436170019	0.00398199748278031	0.0309383669322645
Col9a2	7.55493114015999	1.00851071364986	0.351414185673715	2.86986341122341	0.004106491444552	0.0317203601733463
Bmp7	7.20388757749848	0.941868619852854	0.350682396734012	2.68581664955156	0.0072352780483738	0.05026250304782
Slc9a9	28.4982076285784	0.845776835415224	0.315733418227619	2.67876881757726	0.00738933920447041	0.0510772280109319
Ptgds	8.14094004173958	0.885243217969172	0.344755306400517	2.56774356053202	0.0102362850424537	0.0661771640257954
Phf11a	8.00326478315081	-0.892481684188528	0.348693602405113	-2.55950117246958	0.0104822502260215	0.0674314808345096
Morn5	11.986302094614	-0.893377412776414	0.351013137715236	-2.54513953121942	0.0109234080005399	0.0694580453442307
Ggt7	8.86910854351738	0.896358992559703	0.35271336030423	2.54132418399619	0.0110433471801811	0.0700246853822162
Ly6c2	6.00120095046606	-0.868146108930327	0.344371082633372	-2.52096111639717	0.0117034783950379	0.073289907950732
Nutm1	5.66334436279463	0.864190124718302	0.344354974124744	2.50959094438765	0.0120871086842586	0.0752205278032399
Ascl2	8.99838663127056	0.879413102516935	0.352550719250256	2.49443003374697	0.0126159595661063	0.0776666761779909
Acsbg1	5.3091751755145	-0.844879176463372	0.340062936133204	-2.4844788616788	0.0129741210608567	0.0792094567625294
Tnxb	25.6752118609401	-0.793153274817386	0.325644893642357	-2.43563860604698	0.0148655281371509	0.087739929469452
Cbln3	7.65175526130518	0.840152453911221	0.351224673221233	2.39206558641174	0.0167538482080993	0.0961679354029657
Irs1	17.9013724935087	0.770748456082673	0.338033292763915	2.28009628809245	0.0226019783371156	0.121810721328708
Slc1a6	15.6761836973863	0.778581355233968	0.344030275545984	2.26311871534661	0.0236283721554242	0.125920107498752
Exph5	13.3352381626771	0.767571047131637	0.345584799102818	2.22107873125308	0.0263456293148555	0.13590097120036
Ppp1r3c	8.07491047452413	0.75708737408851	0.351944356953972	2.15115645166467	0.0314638530063957	0.153956004492522
Sgca	9.8389277592356	-0.739855194105395	0.352560339085935	-2.09852076958962	0.0358591671401202	0.169438832671828
Entpd2	8.62695180164973	-0.724742128715933	0.352366806167533	-2.05678320440704	0.0397070843793193	0.182497937386285
BC067074	6.67009088722729	0.679182233417352	0.332308499251854	2.04383046159347	0.0409702987425241	0.186511332426826
Foxd2	13.8431592421392	0.703183943583244	0.346407849867811	2.02993074161448	0.0423635797429785	0.191343720685873
Galnt3	18.8588779731847	0.703127260509582	0.348303568440088	2.01871965785078	0.043516365631371	0.195409664595726
Sh3d19	61.0728268526842	0.488650745507392	0.24608760933388	1.98567797391381	0.0470690922459678	0.206736478542234
